DEST,CODE,DISTANCE
Cameroon Mobile MTN,0023750,int mobile
Cameroon Mobile MTN,0023751,int mobile
Cameroon Mobile MTN,0023752,int mobile
Cameroon Mobile MTN,0023753,int mobile
Cameroon Mobile MTN,0023754,int mobile
Cameroon Mobile MTN,00237650,int mobile
Cameroon Mobile MTN,00237651,int mobile
Cameroon Mobile MTN,00237652,int mobile
Cameroon Mobile MTN,00237653,int mobile
Cameroon Mobile MTN,00237654,int mobile
Cameroon Mobile MTN,0023767,int mobile
Cameroon Mobile MTN,00237680,int mobile
Cameroon Mobile MTN,002377,int mobile
Cameroon Mobile Orange,0023755,int mobile
Cameroon Mobile Orange,0023756,int mobile
Cameroon Mobile Orange,00237655,int mobile
Cameroon Mobile Orange,00237656,int mobile
Cameroon Mobile Orange,00237657,int mobile
Cameroon Mobile Orange,0023769,int mobile
Cameroon Mobile Orange,002379,int mobile
Canada,00108,int fixed
Canada,00109,int fixed
Canada,001129,int fixed
Canada,001139,int fixed
Canada,001171,int fixed
Canada,001172,int fixed
Canada,001173,int fixed
Canada,001178,int fixed
Canada,001204,int fixed
Canada,001226,int fixed
Canada,001236,int fixed
Canada,001249,int fixed
Canada,001250,int fixed
Canada,001289,int fixed
Canada,001306,int fixed
Canada,001343,int fixed
Canada,001354,int fixed
Canada,001365,int fixed
Canada,001367,int fixed
Canada,001403,int fixed
Canada,001416,int fixed
Canada,001418,int fixed
Canada,001428,int fixed
Canada,001431,int fixed
Canada,001437,int fixed
Canada,001438,int fixed
Canada,001450,int fixed
Canada,001506,int fixed
Canada,001514,int fixed
Canada,001519,int fixed
Canada,001548,int fixed
Canada,001579,int fixed
Canada,001581,int fixed
Canada,001587,int fixed
Canada,001604,int fixed
Canada,001613,int fixed
Canada,001639,int fixed
Canada,001647,int fixed
Canada,001672,int fixed
Canada,001705,int fixed
Canada,001709,int fixed
Canada,001778,int fixed
Canada,001780,int fixed
Canada,001782,int fixed
Canada,001807,int fixed
Canada,001819,int fixed
Canada,001825,int fixed
Canada,001873,int fixed
Canada,001879,int fixed
Canada,001902,int fixed
Canada,001905,int fixed
Canada North West Territory,00125023,int fixed
Canada North West Territory,001250321,int fixed
Canada North West Territory,001250471,int fixed
Canada North West Territory,001250500,int fixed
Canada North West Territory,001250622,int fixed
Canada North West Territory,001250624,int fixed
Canada North West Territory,001250627,int fixed
Canada North West Territory,00125077,int fixed
Canada North West Territory,001581209,int fixed
Canada North West Territory,001581224,int fixed
Canada North West Territory,001581444,int fixed
Canada North West Territory,001581550,int fixed
Canada North West Territory,001581713,int fixed
Canada North West Territory,001581714,int fixed
Canada North West Territory,001581715,int fixed
Canada North West Territory,001581726,int fixed
Canada North West Territory,001600,int fixed
Canada North West Territory,001867,int fixed
Cape Verde,00238,int fixed
Cape Verde Mobile,0023818,int mobile
Cape Verde Mobile,0023831,int mobile
Cape Verde Mobile,0023833,int mobile
Cape Verde Mobile,00238330,int mobile
Cape Verde Mobile,00238331,int mobile
Cape Verde Mobile,00238332,int mobile
Cape Verde Mobile,00238333,int mobile
Cape Verde Mobile,00238334,int mobile
Cape Verde Mobile,0023835,int mobile
Cape Verde Mobile,0023836,int mobile
Cape Verde Mobile,0023841,int mobile
Cape Verde Mobile,0023843,int mobile
Cape Verde Mobile,00238451,int mobile
Cape Verde Mobile,00238452,int mobile
Cape Verde Mobile,00238453,int mobile
Cape Verde Mobile,00238454,int mobile
Cape Verde Mobile,0023846,int mobile
Cape Verde Mobile,002385,int mobile
Cape Verde Mobile,0023851,int mobile
Cape Verde Mobile,0023852,int mobile
Cape Verde Mobile,00238520,int mobile
Cape Verde Mobile,00238521,int mobile
Cape Verde Mobile,00238522,int mobile
Cape Verde Mobile,00238523,int mobile
Cape Verde Mobile,00238524,int mobile
Cape Verde Mobile,0023853,int mobile
Cape Verde Mobile,0023858,int mobile
Cape Verde Mobile,0023859,int mobile
Cape Verde Mobile,002389,int mobile
Cayman Islands,001345,int fixed
Cayman Islands Mobile,001345229,int mobile
Cayman Islands Mobile,001345249,int mobile
Cayman Islands Mobile,00134532,int mobile
Cayman Islands Mobile,00134551,int mobile
Cayman Islands Mobile,00134552,int mobile
Cayman Islands Mobile,00134553,int mobile
Cayman Islands Mobile,00134554,int mobile
Cayman Islands Mobile,001345916,int mobile
Cayman Islands Mobile,001345917,int mobile
Cayman Islands Mobile,00134592,int mobile
Cayman Islands Mobile,001345939,int mobile
Cayman Islands Mobile,001345990,int mobile
Central Africa,00236,int fixed
Central Africa Mobile,002360,int mobile
Central Africa Mobile,0023620,int mobile
Central Africa Mobile,0023650,int mobile
Central Africa Mobile,0023664,int mobile
Central Africa Mobile,0023665,int mobile
Central Africa Mobile,0023670,int mobile
Central Africa Mobile,0023674,int mobile
Central Africa Mobile,0023677,int mobile
Central Africa Mobile Orange,0023672,int mobile
Central Africa Mobile Telecel,0023675,int mobile
Central Africa Mobile Telecel,0023676,int mobile
Chad,00235,int fixed
Chad Mobile,002352,int mobile
Chad Mobile,002353,int mobile
Chad Mobile,002355,int mobile
Chad Mobile,002356,int mobile
Chad Mobile,002357,int mobile
Chad Mobile,002359,int mobile
Chile,0056,int fixed
Chile Mobile,00561,int mobile
Chile Mobile,0056568,int mobile
Chile Mobile,0056569,int mobile
Chile Mobile,0056600,int mobile
Chile Mobile,0056700,int mobile
Chile Mobile,00568,int mobile
Chile Mobile,00569,int mobile
Chile Rural,00562196,int fixed
Chile Rural,00562197,int fixed
Chile Rural,00562198,int fixed
Chile Rural,0056224195,int fixed
Chile Rural,005622572,int fixed
Chile Rural,005622588,int fixed
Chile Rural,005622593,int fixed
Chile Rural,005622788,int fixed
Chile Rural,005622794,int fixed
Chile Rural,005622868,int fixed
Chile Rural,0056228905,int fixed
Chile Rural,0056228906,int fixed
Chile Rural,0056228907,int fixed
Chile Rural,0056228908,int fixed
Chile Rural,0056228909,int fixed
Chile Rural,005622917,int fixed
Chile Rural,005622929,int fixed
Chile Rural,005622930,int fixed
Chile Rural,005622993,int fixed
Chile Rural,005622997,int fixed
Chile Rural,00562572,int fixed
Chile Rural,00562593,int fixed
Chile Rural,00562788,int fixed
Chile Rural,00562868,int fixed
Chile Rural,00562890,int fixed
Chile Rural,00562917,int fixed
Chile Rural,00562929,int fixed
Chile Rural,00562930,int fixed
Chile Rural,00562993,int fixed
Chile Rural,00562997,int fixed
Chile Rural,00563019,int fixed
Chile Rural,005632195,int fixed
Chile Rural,005632196,int fixed
Chile Rural,005632197,int fixed
Chile Rural,005632198,int fixed
Chile Rural,0056331,int fixed
Chile Rural,0056332,int fixed
Chile Rural,0056341,int fixed
Chile Rural,0056342,int fixed
Chile Rural,0056351,int fixed
Chile Rural,0056352,int fixed
Chile Rural,0056411,int fixed
Chile Rural,0056413,int fixed
Chile Rural,0056421,int fixed
Chile Rural,0056422,int fixed
Chile Rural,0056423,int fixed
Chile Rural,0056429,int fixed
Chile Rural,0056431,int fixed
Chile Rural,0056432,int fixed
Chile Rural,0056433,int fixed
Chile Rural,0056439,int fixed
Chile Rural,005644,int fixed
Chile Rural,0056441,int fixed
Chile Rural,0056442,int fixed
Chile Rural,0056443,int fixed
Chile Rural,0056445,int fixed
Chile Rural,0056447,int fixed
Chile Rural,0056448,int fixed
Chile Rural,0056451,int fixed
Chile Rural,0056452,int fixed
Chile Rural,0056453,int fixed
Chile Rural,0056459,int fixed
Chile Rural,0056511,int fixed
Chile Rural,0056512,int fixed
Chile Rural,0056521,int fixed
Chile Rural,0056522,int fixed
Chile Rural,0056531,int fixed
Chile Rural,0056532,int fixed
Chile Rural,0056551,int fixed
Chile Rural,0056552,int fixed
Chile Rural,0056562257,int fixed
Chile Rural,0056562259,int fixed
Chile Rural,0056562265,int fixed
Chile Rural,0056562278,int fixed
Chile Rural,0056562286,int fixed
Chile Rural,00565622890,int fixed
Chile Rural,00565622917,int fixed
Chile Rural,00565622929,int fixed
Chile Rural,00565622930,int fixed
Chile Rural,0056562299,int fixed
Chile Rural,0056563219,int fixed
Chile Rural,0056563319,int fixed
Chile Rural,0056563419,int fixed
Chile Rural,0056563519,int fixed
Chile Rural,0056564119,int fixed
Chile Rural,0056564219,int fixed
Chile Rural,0056564319,int fixed
Chile Rural,0056564419,int fixed
Chile Rural,0056564519,int fixed
Chile Rural,0056565119,int fixed
Chile Rural,0056565219,int fixed
Chile Rural,0056565319,int fixed
Chile Rural,0056565519,int fixed
Chile Rural,0056565719,int fixed
Chile Rural,0056565819,int fixed
Chile Rural,0056566119,int fixed
Chile Rural,0056566319,int fixed
Chile Rural,0056566419,int fixed
Chile Rural,0056566519,int fixed
Chile Rural,0056566719,int fixed
Chile Rural,0056567119,int fixed
Chile Rural,0056567219,int fixed
Chile Rural,0056567319,int fixed
Chile Rural,0056567519,int fixed
Chile Rural,0056571,int fixed
Chile Rural,0056572,int fixed
Chile Rural,0056581,int fixed
Chile Rural,0056582,int fixed
Chile Rural,0056611,int fixed
Chile Rural,0056612,int fixed
Chile Rural,0056613,int fixed
Chile Rural,0056614,int fixed
Chile Rural,0056615,int fixed
Chile Rural,0056616,int fixed
Chile Rural,0056617,int fixed
Chile Rural,0056618,int fixed
Chile Rural,0056619,int fixed
Chile Rural,0056631,int fixed
Chile Rural,0056632,int fixed
Chile Rural,0056633,int fixed
Chile Rural,0056639,int fixed
Chile Rural,0056641,int fixed
Chile Rural,0056642,int fixed
Chile Rural,0056649,int fixed
Chile Rural,0056651,int fixed
Chile Rural,0056652,int fixed
Chile Rural,0056653,int fixed
Chile Rural,0056659,int fixed
Chile Rural,005667,int fixed
Chile Rural,0056671,int fixed
Chile Rural,0056672,int fixed
Chile Rural,0056711,int fixed
Chile Rural,0056712,int fixed
Chile Rural,0056713,int fixed
Chile Rural,0056718,int fixed
Chile Rural,0056719,int fixed
Chile Rural,0056721,int fixed
Chile Rural,0056722,int fixed
Chile Rural,0056731,int fixed
Chile Rural,0056732,int fixed
Chile Rural,0056733,int fixed
Chile Rural,0056737,int fixed
Chile Rural,0056739,int fixed
Chile Rural,0056751,int fixed
Chile Rural,0056752,int fixed
Chile Rural,0056758,int fixed
Chile Rural,0056759,int fixed
Chile Santiago,00562,int fixed
Chile Services,005611,int service
Chile Services,005615,int service
Chile Services,005641197,int service
Chile Services,0056421972124,int service
Chile Services,005645197,int service
China,0086,int fixed
China Mobile,008610646,int mobile
China Mobile,008610647,int mobile
China Mobile,008613,int mobile
China Mobile,00861440,int mobile
China Mobile,0086145,int mobile
China Mobile,0086146,int mobile
China Mobile,0086147,int mobile
China Mobile,0086148,int mobile
China Mobile,0086149,int mobile
China Mobile,008615,int mobile
China Mobile,0086162,int mobile
China Mobile,0086165,int mobile
China Mobile,0086166,int mobile
China Mobile,0086167,int mobile
China Mobile,0086170,int mobile
China Mobile,0086171,int mobile
China Mobile,0086172,int mobile
China Mobile,0086173,int mobile
China Mobile,008617400,int mobile
China Mobile,008617401,int mobile
China Mobile,008617402,int mobile
China Mobile,008617403,int mobile
China Mobile,008617404,int mobile
China Mobile,008617405,int mobile
China Mobile,0086175,int mobile
China Mobile,0086176,int mobile
China Mobile,0086177,int mobile
China Mobile,0086178,int mobile
China Mobile,00861792,int mobile
China Mobile,008618,int mobile
China Mobile,0086180,int mobile
China Mobile,0086182,int mobile
China Mobile,0086185,int mobile
China Mobile,0086186,int mobile
China Mobile,0086187,int mobile
China Mobile,0086188,int mobile
China Mobile,0086189,int mobile
China Mobile,0086190,int mobile
China Mobile,0086191,int mobile
China Mobile,0086193,int mobile
China Mobile,0086198,int mobile
China Mobile,0086199,int mobile
Christmas Island,0061891,int fixed
Cocos Islands,0061891010,int fixed
Cocos Islands,0061891011,int fixed
Cocos Islands,0061891012,int fixed
Cocos Islands,006189162,int fixed
Colombia,0057,int fixed
Colombia Barranquilla,0057532,int fixed
Colombia Barranquilla,0057533,int fixed
Colombia Barranquilla,0057534,int fixed
Colombia Barranquilla,0057535,int fixed
Colombia Barranquilla,0057536,int fixed
Colombia Barranquilla,0057537,int fixed
Colombia Mobile,00573,int mobile
Congo,00242,int fixed
Congo Mobile,0024201,int mobile
Congo Mobile,0024205,int mobile
Congo Mobile,00242800,int mobile
Congo Mobile MTN,0024206,int mobile
Congo Mobile Warid,0024204,int mobile
Cook Islands,00682,int fixed
Cook Islands Mobile,006825,int mobile
Cook Islands Mobile,006827,int mobile
Costa Rica,00506,int fixed
Costa Rica Mobile,005061,int mobile
Costa Rica Mobile,00506283,int mobile
Costa Rica Mobile,00506284,int mobile
Costa Rica Mobile,005063,int mobile
Costa Rica Mobile,005065,int mobile
Costa Rica Mobile,005066,int mobile
Costa Rica Mobile,005067,int mobile
Costa Rica Mobile,005068,int mobile
Croatia,00385,int fixed
Croatia Mobile,0038512389,int mobile
Croatia Mobile,003856,int mobile
Croatia Mobile,0038572,int mobile
Croatia Mobile,0038574,int mobile
Croatia Mobile,0038575,int mobile
Croatia Mobile,0038589091,int mobile
Croatia Mobile,003859,int mobile
Croatia Mobile T Mobile,0038597,int mobile
Croatia Mobile T Mobile,0038598,int mobile
Croatia Mobile T Mobile,0038599,int mobile
Croatia Mobile Tele2,00385901,int mobile
Croatia Mobile Tele2,0038595,int mobile
Croatia Mobile Vipnet,0038591,int mobile
Croatia Mobile Vipnet,0038592,int mobile
Croatia Zagreb,003851,int fixed
Cuba,0053,int fixed
Cuba Guantanamo,00539,int fixed
Cuba Mobile,00535,int mobile
Cuba Mobile,0053775,int mobile
Cuba Mobile,0053785,int mobile
Cyprus,00357,int fixed
Cyprus Mobile,0035712196,int mobile
Cyprus Mobile,0035712295,int mobile
Cyprus Mobile,00357123,int mobile
Cyprus Mobile,0035712394,int mobile
Cyprus Mobile,0035712396,int mobile
Cyprus Mobile,0035712397,int mobile
Cyprus Mobile,0035712399,int mobile
Cyprus Mobile,00357194,int mobile
Cyprus Mobile,00357195,int mobile
Cyprus Mobile,00357700,int mobile
Cyprus Mobile,00357777,int mobile
Cyprus Mobile,003577777,int mobile
Cyprus Mobile,0035780055,int mobile
Cyprus Mobile,0035790085,int mobile
Cyprus Mobile,0035790095,int mobile
Cyprus Mobile,0035794,int mobile
Cyprus Mobile,0035795,int mobile
Cyprus Mobile,0035797,int mobile
Cyprus Mobile,0035799,int mobile
Cyprus Mobile MTN,00357121,int mobile
Cyprus Mobile MTN,0035796,int mobile
Czech Republic,00420,int fixed
Czech Republic Mobile Mobilkom,0042079,int mobile
Czech Republic Mobile Telefonica,00420601,int mobile
Czech Republic Mobile Telefonica,00420602,int mobile
Czech Republic Mobile Telefonica,00420606,int mobile
Czech Republic Mobile Telefonica,00420607,int mobile
Czech Republic Mobile Telefonica,00420702,int mobile
Czech Republic Mobile Telefonica,00420705,int mobile
Czech Republic Mobile Telefonica,0042072,int mobile
Czech Republic Mobile Telefonica,00420962,int mobile
Czech Republic Mobile Telefonica,00420966,int mobile
Czech Republic Mobile T-Mobile,00420603,int mobile
Czech Republic Mobile T-Mobile,00420604,int mobile
Czech Republic Mobile T-Mobile,00420605,int mobile
Czech Republic Mobile T-Mobile,00420703,int mobile
Czech Republic Mobile T-Mobile,0042073,int mobile
Czech Republic Mobile T-Mobile,0042093,int mobile
Czech Republic Mobile T-Mobile,00420963,int mobile
Czech Republic Mobile T-Mobile,00420964,int mobile
Czech Republic Mobile T-Mobile,00420965,int mobile
Czech Republic Mobile Vodafone,00420608,int mobile
Czech Republic Mobile Vodafone,00420704,int mobile
Czech Republic Mobile Vodafone,0042077,int mobile
Czech Republic Mobile Vodafone,00420967,int mobile
Czech Republic Prag,004202,int fixed
Czech Republic Premium,004208,int premium
Czech Republic Premium,0042091004,int premium
Denmark,0045,int fixed
Denmark Kopenhagen,00453,int fixed
Denmark Mobile,00452,int mobile
Denmark Mobile,004542,int mobile
Denmark Mobile,0045506,int mobile
Denmark Mobile,00455063,int mobile
Denmark Mobile,004552,int mobile
Denmark Mobile,004553,int mobile
Denmark Mobile,004560,int mobile
Denmark Mobile,004571,int mobile
Denmark Mobile,004581,int mobile
Denmark Mobile,0045813,int mobile
Denmark Mobile,004591,int mobile
Denmark Mobile,004592,int mobile
Denmark Mobile,004593,int mobile
Denmark Mobile,00459777,int mobile
Denmark Mobile Barablu,004531312,int mobile
Denmark Mobile Barablu,00454290,int mobile
Denmark Mobile Barablu,00455069,int mobile
Denmark Mobile Barablu,00456098,int mobile
Denmark Mobile HI3G,00452597,int mobile
Denmark Mobile HI3G,004531,int mobile
Denmark Mobile HI3G,0045426,int mobile
Denmark Mobile HI3G,00454271,int mobile
Denmark Mobile HI3G,00454272,int mobile
Denmark Mobile HI3G,00454273,int mobile
Denmark Mobile HI3G,00454274,int mobile
Denmark Mobile HI3G,00454283,int mobile
Denmark Mobile HI3G,00454291,int mobile
Denmark Mobile HI3G,00454292,int mobile
Denmark Mobile HI3G,00454294,int mobile
Denmark Mobile HI3G,00454295,int mobile
Denmark Mobile HI3G,00455211,int mobile
Denmark Mobile HI3G,00455212,int mobile
Denmark Mobile HI3G,0045535,int mobile
Denmark Mobile HI3G,0045536,int mobile
Denmark Mobile HI3G,0045537,int mobile
Denmark Mobile HI3G,0045538,int mobile
Denmark Mobile HI3G,0045605,int mobile
Denmark Mobile Lycamobile,0045318,int mobile
Denmark Mobile Lycamobile,00455064,int mobile
Denmark Mobile Lycamobile,0045713,int mobile
Denmark Mobile Lycamobile,0045714,int mobile
Denmark Mobile Lycamobile,0045715,int mobile
Denmark Mobile Lycamobile,0045716,int mobile
Denmark Mobile Lycamobile,0045718,int mobile
Denmark Mobile TDC,004520,int mobile
Denmark Mobile TDC,004521,int mobile
Denmark Mobile TDC,004523,int mobile
Denmark Mobile TDC,004524,int mobile
Denmark Mobile TDC,00452595,int mobile
Denmark Mobile TDC,00452596,int mobile
Denmark Mobile TDC,004525980,int mobile
Denmark Mobile TDC,004525981,int mobile
Denmark Mobile TDC,004525982,int mobile
Denmark Mobile TDC,004525988,int mobile
Denmark Mobile TDC,004525989,int mobile
Denmark Mobile TDC,004529,int mobile
Denmark Mobile TDC,004530,int mobile
Denmark Mobile TDC,00453710010,int mobile
Denmark Mobile TDC,004540,int mobile
Denmark Mobile TDC,00454275,int mobile
Denmark Mobile TDC,00455060,int mobile
Denmark Mobile TDC,00455061,int mobile
Denmark Mobile TDC,004551,int mobile
Denmark Mobile TDC,00455210,int mobile
Denmark Mobile TDC,00455220,int mobile
Denmark Mobile TDC,00455230,int mobile
Denmark Mobile TDC,00455240,int mobile
Denmark Mobile TDC,00455250,int mobile
Denmark Mobile TDC,00455254,int mobile
Denmark Mobile TDC,00455256,int mobile
Denmark Mobile TDC,00455257,int mobile
Denmark Mobile TDC,00455258,int mobile
Denmark Mobile TDC,00456099,int mobile
Denmark Mobile TDC,004561,int mobile
Denmark Mobile TDC,004563604,int mobile
Denmark Mobile TDC,004563605,int mobile
Denmark Mobile TDC,004563606,int mobile
Denmark Mobile TDC,00457170,int mobile
Denmark Mobile TDC,00457172,int mobile
Denmark Mobile TDC,00457177,int mobile
Denmark Mobile TDC,00458140,int mobile
Denmark Mobile TDC,00458141,int mobile
Denmark Mobile TDC,00458142,int mobile
Denmark Mobile TDC,00458143,int mobile
Denmark Mobile TDC,00458144,int mobile
Denmark Mobile TDC,00458161,int mobile
Denmark Mobile TDC,00458171,int mobile
Denmark Mobile TDC,00458172,int mobile
Denmark Mobile TDC,00458173,int mobile
Denmark Mobile TDC,00458174,int mobile
Denmark Mobile TDC,00458175,int mobile
Denmark Mobile TDC,00458177,int mobile
Denmark Mobile TDC,00458188,int mobile
Denmark Mobile TDC,0045911,int mobile
Denmark Mobile TDC,00459122,int mobile
Denmark Mobile TDC,00459123,int mobile
Denmark Mobile TDC,00459124,int mobile
Denmark Mobile TDC,00459125,int mobile
Denmark Mobile TDC,00459130,int mobile
Denmark Mobile TDC,00459153,int mobile
Denmark Mobile TDC,00459154,int mobile
Denmark Mobile TDC,00459155,int mobile
Denmark Mobile TDC,00459156,int mobile
Denmark Mobile TDC,00459210,int mobile
Denmark Mobile TDC,00459211,int mobile
Denmark Mobile TDC,00459212,int mobile
Denmark Mobile TDC,00459213,int mobile
Denmark Mobile TDC,00459214,int mobile
Denmark Mobile TDC,00459215,int mobile
Denmark Mobile TDC,00459216,int mobile
Denmark Mobile TDC,00459217,int mobile
Denmark Mobile TDC,00459440,int mobile
Denmark Mobile TDC,00459441,int mobile
Denmark Mobile Telenor,0045206,int mobile
Denmark Mobile Telenor,0045207,int mobile
Denmark Mobile Telenor,0045208,int mobile
Denmark Mobile Telenor,0045209,int mobile
Denmark Mobile Telenor,004522,int mobile
Denmark Mobile Telenor,004525,int mobile
Denmark Mobile Telenor,0045257,int mobile
Denmark Mobile Telenor,0045258,int mobile
Denmark Mobile Telenor,0045319,int mobile
Denmark Mobile Telenor,00453447,int mobile
Denmark Mobile Telenor,00453449,int mobile
Denmark Mobile Telenor,0045347,int mobile
Denmark Mobile Telenor,0045348,int mobile
Denmark Mobile Telenor,0045356,int mobile
Denmark Mobile Telenor,0045371001,int mobile
Denmark Mobile Telenor,0045405,int mobile
Denmark Mobile Telenor,0045406,int mobile
Denmark Mobile Telenor,0045407,int mobile
Denmark Mobile Telenor,0045408,int mobile
Denmark Mobile Telenor,0045409,int mobile
Denmark Mobile Telenor,004541,int mobile
Denmark Mobile Telenor,0045424,int mobile
Denmark Mobile Telenor,0045425,int mobile
Denmark Mobile Telenor,00454260,int mobile
Denmark Mobile Telenor,00454270,int mobile
Denmark Mobile Telenor,00454280,int mobile
Denmark Mobile Telenor,00454281,int mobile
Denmark Mobile Telenor,00454284,int mobile
Denmark Mobile Telenor,00454285,int mobile
Denmark Mobile Telenor,00454287,int mobile
Denmark Mobile Telenor,00454288,int mobile
Denmark Mobile Telenor,00454289,int mobile
Denmark Mobile Telenor,00454293,int mobile
Denmark Mobile Telenor,00454747,int mobile
Denmark Mobile Telenor,00454940,int mobile
Denmark Mobile Telenor,00454941,int mobile
Denmark Mobile Telenor,00454942,int mobile
Denmark Mobile Telenor,00454943,int mobile
Denmark Mobile Telenor,00454944,int mobile
Denmark Mobile Telenor,00454945,int mobile
Denmark Mobile Telenor,00454946,int mobile
Denmark Mobile Telenor,00454949,int mobile
Denmark Mobile Telenor,004550,int mobile
Denmark Mobile Telenor,00455222,int mobile
Denmark Mobile Telenor,00455225,int mobile
Denmark Mobile Telenor,00455233,int mobile
Denmark Mobile Telenor,00455242,int mobile
Denmark Mobile Telenor,00455244,int mobile
Denmark Mobile Telenor,0045525,int mobile
Denmark Mobile Telenor,0045526,int mobile
Denmark Mobile Telenor,00455260,int mobile
Denmark Mobile Telenor,00455262,int mobile
Denmark Mobile Telenor,00455266,int mobile
Denmark Mobile Telenor,0045527,int mobile
Denmark Mobile Telenor,0045528,int mobile
Denmark Mobile Telenor,0045529,int mobile
Denmark Mobile Telenor,0045531,int mobile
Denmark Mobile Telenor,00455333,int mobile
Denmark Mobile Telenor,0045539,int mobile
Denmark Mobile Telenor,00456050,int mobile
Denmark Mobile Telenor,0045606,int mobile
Denmark Mobile Telenor,0045607,int mobile
Denmark Mobile Telenor,0045608,int mobile
Denmark Mobile Telenor,0045609,int mobile
Denmark Mobile Telenor,0045618,int mobile
Denmark Mobile Telenor,0045619,int mobile
Denmark Mobile Telenor,0045711,int mobile
Denmark Mobile Telenor,0045712,int mobile
Denmark Mobile Telenor,0045717,int mobile
Denmark Mobile Telenor,00457190,int mobile
Denmark Mobile Telenor,00457191,int mobile
Denmark Mobile Telenor,00457192,int mobile
Denmark Mobile Telenor,00457193,int mobile
Denmark Mobile Telenor,00457194,int mobile
Denmark Mobile Telenor,00457195,int mobile
Denmark Mobile Telenor,00457199,int mobile
Denmark Mobile Telenor,0045811,int mobile
Denmark Mobile Telenor,0045812,int mobile
Denmark Mobile Telenor,00458130,int mobile
Denmark Mobile Telenor,00458131,int mobile
Denmark Mobile Telenor,00458132,int mobile
Denmark Mobile Telenor,00458133,int mobile
Denmark Mobile Telenor,00458134,int mobile
Denmark Mobile Telenor,00458135,int mobile
Denmark Mobile Telenor,00458136,int mobile
Denmark Mobile Telenor,0045815,int mobile
Denmark Mobile Telenor,0045816,int mobile
Denmark Mobile Telenor,00458170,int mobile
Denmark Mobile Telenor,00458176,int mobile
Denmark Mobile Telenor,00458178,int mobile
Denmark Mobile Telenor,00458179,int mobile
Denmark Mobile Telenor,00458180,int mobile
Denmark Mobile Telenor,00458181,int mobile
Denmark Mobile Telenor,00458182,int mobile
Denmark Mobile Telenor,00458183,int mobile
Denmark Mobile Telenor,00458184,int mobile
Denmark Mobile Telenor,00458185,int mobile
Denmark Mobile Telenor,00458186,int mobile
Denmark Mobile Telenor,00458187,int mobile
Denmark Mobile Telenor,00458189,int mobile
Denmark Mobile Telenor,00458190,int mobile
Denmark Mobile Telenor,00458191,int mobile
Denmark Mobile Telenor,00458192,int mobile
Denmark Mobile Telenor,00458193,int mobile
Denmark Mobile Telenor,00458194,int mobile
Denmark Mobile Telenor,00458195,int mobile
Denmark Mobile Telenor,00458196,int mobile
Denmark Mobile Telenor,00458197,int mobile
Denmark Mobile Telenor,00458198,int mobile
Denmark Mobile Telenor,00459110,int mobile
Denmark Mobile Telenor,00459111,int mobile
Denmark Mobile Telenor,00459112,int mobile
Denmark Mobile Telenor,00459114,int mobile
Denmark Mobile Telenor,00459119,int mobile
Denmark Mobile Telenor,00459121,int mobile
Denmark Mobile Telenor,0045913,int mobile
Denmark Mobile Telenor,00459150,int mobile
Denmark Mobile Telenor,00459151,int mobile
Denmark Mobile Telenor,00459159,int mobile
Denmark Mobile Telenor,0045918,int mobile
Denmark Mobile Telenor,0045919,int mobile
Denmark Mobile Telenor,00459218,int mobile
Denmark Mobile Telenor,00459219,int mobile
Denmark Mobile Telenor,00459220,int mobile
Denmark Mobile Telia,00452395,int mobile
Denmark Mobile Telia,004526,int mobile
Denmark Mobile Telia,004527,int mobile
Denmark Mobile Telia,004528,int mobile
Denmark Mobile Telia,0045371000,int mobile
Denmark Mobile Telia,0045420,int mobile
Denmark Mobile Telia,0045421,int mobile
Denmark Mobile Telia,0045422,int mobile
Denmark Mobile Telia,0045423,int mobile
Denmark Mobile Telia,00454276,int mobile
Denmark Mobile Telia,00454277,int mobile
Denmark Mobile Telia,00454278,int mobile
Denmark Mobile Telia,00454279,int mobile
Denmark Mobile Telia,00454282,int mobile
Denmark Mobile Telia,00454286,int mobile
Denmark Mobile Telia,00454296,int mobile
Denmark Mobile Telia,00454297,int mobile
Denmark Mobile Telia,00454298,int mobile
Denmark Mobile Telia,00454299,int mobile
Denmark Mobile Telia,00455188,int mobile
Denmark Mobile Telia,00455189,int mobile
Denmark Mobile Telia,0045521,int mobile
Denmark Mobile Telia,0045522,int mobile
Denmark Mobile Telia,0045523,int mobile
Denmark Mobile Telia,0045524,int mobile
Denmark Mobile Telia,00455319,int mobile
Denmark Mobile Telia,0045532,int mobile
Denmark Mobile Telia,0045533,int mobile
Denmark Mobile Telia,0045534,int mobile
Denmark Mobile Telia,0045601,int mobile
Denmark Mobile Telia,0045602,int mobile
Denmark Mobile Telia,0045603,int mobile
Denmark Mobile Telia,0045604,int mobile
Denmark Mobile Telia,00456146,int mobile
Denmark Mobile Telia,00458145,int mobile
Denmark Premium,004590,int fixed
Diego Garcia,00246,int fixed
Djibouti,00253,int fixed
Djibouti Mobile,002536,int mobile
Djibouti Mobile,002537,int mobile
Djibouti Mobile,002538,int mobile
Dominica,001767,int fixed
Dominica Mobile,001767225,int mobile
Dominica Mobile,001767235,int mobile
Dominica Mobile,001767245,int mobile
Dominica Mobile,001767265,int mobile
Dominica Mobile,001767275,int mobile
Dominica Mobile,001767276,int mobile
Dominica Mobile,001767277,int mobile
Dominica Mobile,001767285,int mobile
Dominica Mobile,001767295,int mobile
